Column_1,Column_2,Column_3,Column_4,Column_5
363,413,979,493,185
106,413,277,377,398
624,213,602,786,889
409,384,74,274,77
380,953,229,735,266
196,603,295,289,335
511,389,212,929,538
111,963,792,975,871
560,645,279,300,680
346,658,642,99,668
413,64,614,251,141
442,180,987,717,914
705,243,541,45,215
224,829,270,250,614
494,521,218,910,751
364,730,164,87,659
293,504,395,664,605
933,12,41,887,763
539,528,914,795,75
710,785,967,908,470
527,189,699,772,521
889,121,223,847,882
327,323,753,774,135
342,673,564,697,399
487,43,14,100,180
332,397,855,922,692
738,629,283,65,778
777,119,11,538,347
203,970,267,734,780
405,185,148,780,614
702,480,942,17,648
292,612,914,515,83
856,339,706,482,543
427,133,298,416,97
530,366,919,123,608
939,370,867,397,236
499,383,385,103,867
659,141,211,473,233
552,634,976,850,538
92,665,0,873,178
278,923,546,65,637
550,752,239,861,495
69,248,983,334,363
415,687,756,503,837
30,5,833,464,105
307,354,251,274,378
363,541,184,307,358
488,79,789,735,313
91,675,172,871,843
569,910,83,756,951
165,185,884,812,61
863,754,773,831,618
586,353,725,165,661
319,984,395,208,782
1,703,833,733,86
676,496,651,246,57
763,993,141,123,750
283,967,613,793,604
945,28,530,184,721
36,946,680,315,799
719,410,219,453,942
59,834,896,860,129
41,255,435,223,611
964,428,515,141,447
716,970,292,698,774
911,332,10,293,27
533,38,913,906,879
774,433,55,157,452
693,265,433,655,908
546,507,882,988,154
556,998,923,618,182
493,720,579,710,950
601,386,908,467,234
705,170,780,883,281
777,674,728,479,60
374,940,462,80,80
734,23,659,349,840
752,177,334,944,45
986,306,313,884,86
301,812,590,790,492
952,937,868,214,11
82,844,309,250,175
22,266,900,19,628
972,942,489,209,898
632,403,732,781,558
444,0,444,449,657
696,62,523,717,109
930,124,615,65,609
586,728,374,207,976
138,500,14,794,513
721,565,895,250,915
890,271,325,650,125
535,465,243,144,344
125,617,731,810,780
185,786,303,413,144
815,625,74,400,247
127,526,469,137,174
824,348,655,469,384
327,199,28,893,143
154,716,711,10,318
570,505,350,561,180
414,806,452,317,805
964,368,299,589,85
806,886,553,244,574
254,288,75,708,834
944,181,175,120,879
741,395,714,548,24
781,989,443,516,79
665,673,803,383,797
319,151,947,77,113
804,28,933,553,82
783,835,306,942,256
854,924,177,542,95
688,42,621,100,258
321,846,387,873,114
725,60,577,133,766
246,498,922,40,817
963,421,831,386,795
90,650,740,317,821
876,316,771,465,410
575,728,281,245,952
877,799,617,843,363
723,645,218,72,288
158,958,911,514,505
647,38,606,946,407
695,501,277,556,91
262,222,723,606,161
779,316,770,895,6
26,509,473,292,83
781,316,874,311,866
273,873,561,379,707
155,912,884,658,237
721,254,278,463,516
559,873,450,842,816
922,983,60,788,840
263,624,773,815,518
897,361,568,695,54
772,882,261,85,53
443,987,179,835,29
399,912,482,692,485
181,127,514,48,414
785,687,773,224,691
803,503,690,362,29
912,946,403,211,484
144,364,540,524,882
176,442,741,983,424
935,31,188,62,596
222,459,175,554,346
321,499,557,818,483
674,169,234,297,133
955,868,381,467,466
29,872,453,499,993
200,56,488,156,767
704,374,539,96,609
559,158,779,830,613
954,991,405,68,714
529,12,477,34,690
913,652,378,900,444
217,310,217,251,5
28,499,717,601,85
387,79,856,966,104
413,87,112,797,257
275,941,558,93,66
711,7,104,397,561
130,957,662,335,679
276,723,5,938,830
714,766,995,720,118
607,932,848,507,704
604,666,940,977,25
147,438,4,965,119
57,813,306,263,598
20,303,824,673,226
343,803,646,676,360
726,560,363,812,908
650,184,935,636,982
953,264,928,860,255
956,890,412,875,157
192,625,167,841,206
238,521,979,349,140
281,33,347,3,44
951,304,145,238,151
842,794,115,927,888
244,932,346,547,802
831,655,353,227,923
879,305,930,341,120
26,690,618,295,80
651,640,184,59,314
919,110,849,326,936
965,223,618,511,918
402,799,772,616,325
376,838,156,138,71
896,832,930,278,261
82,524,685,423,84
137,339,981,918,461
70,797,934,243,387
575,774,418,410,297
540,728,154,999,879
812,861,800,778,891
780,810,800,505,681
961,424,488,447,863
390,736,539,561,454
553,261,356,26,836
896,719,427,840,914
956,942,135,363,14
318,44,416,609,173
697,578,564,351,539
754,214,724,706,24
596,747,963,53,578
254,524,687,77,740
766,36,886,936,262
691,153,177,252,864
549,648,707,270,805
580,600,328,443,405
822,63,30,877,409
294,524,262,932,381
174,721,348,906,546
755,754,320,328,743
701,599,374,445,30
577,272,877,550,526
317,927,273,537,550
498,8,703,684,992
626,658,182,146,208
195,99,975,343,930
820,169,92,522,575
420,244,563,941,617
467,387,535,587,154
496,809,119,668,405
109,211,513,9,614
890,539,294,259,186
939,210,530,73,160
250,314,586,736,167
35,857,644,576,540
911,82,268,95,854
801,898,324,149,925
955,897,871,873,18
695,119,105,912,231
608,559,459,691,928
872,674,117,546,334
482,822,142,322,567
961,823,138,112,147
766,102,772,429,70
48,280,986,638,411
937,863,109,938,307
113,525,669,951,15
459,223,691,874,545
683,433,483,174,465
13,377,292,659,250
701,600,747,773,198
717,609,695,38,296
951,771,156,148,438
364,541,801,44,592
946,641,742,480,973
942,760,123,467,857
65,922,214,777,287
780,45,593,820,642
605,69,200,437,986
470,998,634,409,628
643,566,115,425,495
703,23,528,759,691
671,615,903,87,748
172,461,540,944,620
871,109,448,749,273
256,651,564,675,319
278,8,571,47,620
747,343,50,888,23
885,31,10,409,387
304,521,349,876,842
635,872,188,774,62
246,572,783,894,670
638,468,544,407,403
281,418,390,531,527
87,835,941,464,788
752,632,323,90,443
313,307,596,70,401
320,334,348,834,979
472,966,433,662,503
725,935,434,297,219
755,552,104,99,934
929,855,714,40,290
291,718,604,872,464
32,536,453,409,759
764,198,14,851,54
26,421,560,388,505
558,907,877,283,452
393,329,90,797,771
126,564,726,436,630
177,152,453,119,614
834,443,141,21,153
148,89,296,297,633
770,931,761,189,223
417,855,696,790,392
209,829,284,28,281
854,449,413,199,96
33,878,457,56,234
958,24,945,610,911
400,71,102,142,178
151,477,588,515,543
621,512,616,5,512
129,539,638,490,373
325,363,220,969,868
927,834,605,852,271
756,611,613,747,842
412,510,786,391,750
178,33,838,657,822
469,874,201,520,932
68,357,248,515,796
159,718,357,493,291
526,647,958,946,383
673,674,292,899,451
423,499,461,389,295
274,223,615,399,153
367,658,811,709,965
575,841,538,676,545
112,773,818,890,218
818,142,360,96,525
799,124,417,511,848
912,181,599,456,879
293,342,413,191,51
296,91,318,768,874
560,672,541,624,271
500,158,344,282,51
870,797,345,293,169
168,771,436,789,490
318,433,490,372,17
184,555,969,233,620
205,217,712,121,697
229,949,847,199,80
805,637,215,378,273
783,755,753,487,759
410,565,308,462,835
835,682,267,85,445
943,924,420,602,986
721,455,301,797,98
891,499,571,545,813
108,19,443,504,273
449,644,176,261,536
860,500,835,415,94
297,105,333,109,308
266,526,766,941,857
112,901,975,766,354
922,534,115,922,209
533,920,146,811,395
960,997,828,36,641
4,952,973,697,304
232,466,66,878,368
527,325,556,370,842
196,155,353,493,208
952,934,373,558,813
484,914,611,195,818
333,442,205,955,987
231,71,308,121,236
791,661,991,968,452
983,589,114,217,83
486,308,276,720,189
813,505,448,672,528
847,469,886,809,420
828,696,366,488,493
848,172,438,708,1
778,554,350,502,154
205,395,419,734,31
440,911,204,621,45
971,209,196,293,933
860,111,129,866,640
451,574,405,47,495
173,712,650,311,736
367,922,181,844,267
937,83,786,829,16
666,496,434,362,567
234,315,874,724,22
38,497,393,506,14
615,972,302,596,193
25,101,635,960,775
847,661,130,621,728
28,240,721,448,231
688,133,383,750,485
968,662,744,693,474
335,485,571,281,832
515,957,732,274,971
306,536,552,783,885
256,602,136,277,976
395,304,813,300,249
572,980,266,82,438
871,939,823,559,202
569,687,973,3,609
104,149,966,499,61
587,900,137,929,120
178,655,140,980,636
37,792,229,886,719
988,30,896,723,944
89,995,847,912,206
673,667,28,207,98
729,701,36,644,655
58,846,149,985,132
73,961,886,256,492
651,469,515,43,911
903,515,342,325,132
277,99,309,580,538
391,584,472,131,381
53,273,522,542,261
118,854,58,244,585
135,244,776,37,76
114,12,371,197,620
143,709,875,720,942
338,465,655,86,728
500,488,383,597,756
270,422,45,542,77
549,3,828,549,900
186,474,869,159,80
482,981,935,738,832
818,654,74,218,13
560,83,527,629,301
163,413,564,165,245
494,569,619,388,513
430,727,886,706,413
944,982,729,13,137
552,141,348,500,558
871,913,993,33,100
621,102,702,986,472
134,250,738,657,723
832,236,855,910,198
731,348,137,104,90
835,86,159,950,938
309,740,566,558,692
916,513,175,131,85
111,936,797,709,372
389,201,791,736,588
49,830,548,632,473
310,58,455,845,682
742,858,291,232,396
165,277,534,312,826
30,369,586,598,37
188,541,345,103,707
750,718,986,167,602
426,492,605,729,713
645,921,16,900,557
916,48,739,31,210
352,848,776,811,815
229,841,690,741,212
933,18,863,460,531
951,656,947,522,7
627,412,848,720,992
510,69,651,709,583
781,539,810,330,562
5,933,290,955,714
789,931,349,836,119
588,796,713,88,95
365,821,238,500,224
359,14,0,306,593
362,959,362,166,48
318,527,453,90,384
684,179,677,305,773
694,541,263,951,174
235,537,945,414,751
878,881,326,508,91
594,146,794,62,446
13,239,788,248,795
787,450,203,96,118
37,12,276,668,237
9,190,235,46,449
346,908,249,916,260
545,822,196,973,617
494,70,419,58,382
198,477,957,53,920
374,913,714,577,773
724,211,327,303,363
359,846,881,297,979
303,659,834,701,304
167,542,731,828,417
438,935,4,520,206
61,911,948,789,920
430,347,286,983,676
573,513,765,610,102
171,39,61,47,416
935,970,978,592,85
978,334,513,583,962
486,562,441,125,703
813,703,18,500,685
125,342,977,588,46
696,605,637,656,615
832,277,133,157,807
906,328,383,612,758
415,106,360,497,857
768,376,780,926,641
275,780,771,480,238
513,732,298,244,776
688,253,492,486,178
758,686,344,327,781
700,880,905,798,173
797,510,66,452,543
579,99,370,708,947
40,263,371,435,73
564,586,758,225,273
608,241,535,219,334
659,549,106,932,384
758,949,523,195,978
953,639,823,383,469
168,151,127,387,985
471,888,754,428,890
381,229,778,671,229
14,420,924,974,270
581,199,737,784,419
190,0,418,514,507
905,762,290,336,2
886,728,340,397,258
497,772,507,653,67
319,651,813,94,451
786,266,230,968,146
426,927,672,635,479
791,119,976,958,798
771,574,293,123,121
95,584,114,938,872
160,373,916,23,178
197,371,931,591,237
409,498,637,472,680
85,232,204,317,868
921,186,578,118,323
507,621,560,281,614
645,800,841,761,798
962,593,822,639,709
791,411,803,5,964
865,999,803,239,618
711,115,66,450,779
20,697,414,994,661
448,707,871,996,969
742,126,174,223,381
255,922,749,208,484
733,725,633,770,301
258,208,292,39,171
747,822,765,498,670
798,903,332,995,514
695,589,621,541,792
927,495,230,422,320
208,56,834,288,736
837,523,2,68,565
266,982,990,148,732
789,412,657,112,362
820,148,903,663,68
682,293,895,978,737
909,483,945,974,104
387,49,566,467,520
544,203,208,173,138
915,133,711,982,790
132,301,863,550,104
358,422,512,308,105
831,947,250,566,153
874,804,273,693,617
940,278,0,301,787
408,849,80,645,334
837,856,572,283,577
211,831,409,960,185
328,491,176,215,536
516,60,618,473,249
825,768,4,616,209
285,346,583,565,478
760,571,218,936,102
337,867,70,600,771
891,84,496,922,854
279,149,620,103,25
786,339,662,953,458
246,654,992,710,253
830,983,496,310,896
706,141,574,827,680
88,512,149,15,344
604,211,304,322,18
960,642,591,300,749
907,343,849,998,900
647,532,99,765,199
159,457,536,938,684
52,476,175,989,772
341,781,86,923,288
510,736,607,585,37
154,533,600,722,441
96,335,786,363,625
922,264,331,698,266
81,958,518,999,444
109,875,557,511,218
967,788,797,885,284
125,900,876,871,344
999,532,236,872,994
223,364,267,183,994
760,636,965,741,291
734,454,869,924,412
187,743,795,621,808
552,181,669,995,874
795,150,302,248,614
425,478,596,452,276
212,419,774,392,513
184,494,439,846,898
463,526,345,426,567
160,389,196,549,631
797,193,758,124,466
211,52,5,378,419
196,313,128,117,93
593,483,812,135,936
819,363,702,554,196
100,456,967,432,791
796,523,583,445,837
211,528,698,957,337
647,575,28,79,364
396,724,366,37,159
90,256,712,965,262
47,672,496,299,565
493,992,878,488,460
763,928,249,157,927
203,557,592,823,935
188,123,295,209,591
699,83,454,181,812
30,830,728,702,161
468,456,286,619,135
853,816,628,991,444
197,309,617,979,359
227,253,544,764,678
771,708,249,272,290
29,973,911,454,985
303,0,467,226,353
542,170,993,231,164
550,108,587,527,436
451,7,123,639,326
127,358,893,676,763
141,486,110,496,978
992,903,759,213,595
487,480,491,340,771
254,160,966,655,204
279,79,882,866,458
735,226,653,129,331
417,843,502,932,692
75,471,338,610,232
817,576,13,646,251
858,485,901,741,428
497,561,657,187,527
767,124,167,369,558
973,118,202,104,610
260,971,284,80,12
321,807,703,15,190
26,292,195,717,232
849,426,46,22,795
631,829,428,547,513
244,710,13,890,326
184,903,952,30,586
737,329,600,191,834
337,409,78,969,646
237,931,713,246,986
964,521,315,109,441
704,280,800,343,136
969,875,407,526,456
408,327,438,846,754
527,423,228,264,869
255,322,988,458,8
352,667,551,892,370
54,330,621,211,826
766,170,653,168,955
608,537,212,750,277
720,936,661,295,912
879,668,902,756,884
979,202,968,236,506
400,486,532,346,659
953,678,745,841,484
37,204,806,717,84
60,972,35,250,978
273,210,507,193,26
889,154,572,990,324
18,57,438,199,313
596,632,989,909,588
203,645,4,671,336
107,344,185,261,80
163,383,203,687,391
972,414,61,10,477
150,42,39,686,666
141,885,522,191,3
49,702,777,313,956
229,287,247,825,314
540,16,145,654,885
750,817,619,377,865
947,129,783,799,214
252,63,874,456,678
692,619,937,973,461
139,421,743,275,221
570,50,692,575,950
345,448,507,640,569
495,169,821,928,228
516,734,879,270,256
665,666,251,98,373
550,7,427,732,184
650,428,956,223,640
984,111,946,828,939
886,252,870,102,868
104,76,185,718,194
460,421,900,617,886
192,175,489,311,86
134,311,707,310,643
896,505,852,956,598
981,982,932,0,457
732,647,646,328,831
248,963,583,711,718
209,254,168,755,312
984,631,211,834,31
415,55,640,266,233
495,237,584,923,71
989,291,839,749,84
785,231,291,617,667
798,324,405,956,468
429,28,434,921,979
470,85,997,141,464
137,88,553,160,18
228,106,335,356,906
411,463,150,321,53
12,724,814,387,668
119,853,579,474,389
110,332,465,951,836
851,887,867,97,222
782,979,618,978,407
923,237,659,553,210
963,467,904,34,118
596,200,428,970,715
614,937,891,920,407
420,656,323,833,81
511,273,938,718,598
166,707,815,169,591
626,680,822,245,770
818,280,528,505,760
140,865,165,872,240
396,786,257,468,154
324,156,728,766,698
140,804,707,633,180
77,531,611,582,359
848,336,711,781,253
820,350,427,847,658
101,822,714,45,418
928,34,261,467,684
903,684,68,110,822
761,225,983,510,96
147,190,166,985,1
649,381,586,207,67
269,742,945,74,563
496,748,858,727,61
495,867,609,477,536
823,561,311,353,705
214,576,930,763,706
130,733,229,464,990
484,236,924,354,333
188,313,237,328,13
447,645,511,484,51
599,479,563,652,527
380,11,831,199,540
134,666,521,582,874
486,629,737,553,982
598,668,861,818,98
817,77,622,214,651
200,373,570,926,385
809,179,766,662,893
185,407,6,108,119
549,918,904,322,321
535,275,701,564,640
549,224,886,22,424
13,522,29,399,128
957,483,451,828,382
823,922,543,292,581
541,18,753,63,999
218,692,791,503,386
119,677,649,555,779
515,925,511,909,567
477,286,890,488,571
568,598,207,339,647
219,295,384,588,848
872,269,899,128,230
585,907,151,926,136
438,206,392,963,738
640,735,318,440,150
39,500,537,726,229
509,666,259,977,124
328,911,391,516,494
451,937,757,727,116
605,922,941,963,786
155,914,913,615,701
347,335,386,714,504
177,950,119,125,136
466,330,537,539,931
277,772,709,252,455
199,4,186,655,857
550,933,483,694,987
737,744,216,177,649
3,743,852,286,600
816,835,262,691,436
49,126,330,489,709
900,475,526,321,487
470,707,189,787,436
856,783,901,772,147
696,458,643,94,747
424,833,290,711,285
909,376,965,191,753
512,652,354,177,936
303,666,590,897,522
92,636,778,48,672
14,146,346,247,152
842,224,452,462,815
178,811,965,463,682
139,717,942,375,355
426,915,954,926,301
155,638,947,755,396
668,744,66,702,723
206,805,150,437,455
58,773,342,193,403
443,24,849,239,416
659,252,714,46,680
872,325,755,245,239
363,789,612,887,948
142,605,368,542,350
655,414,425,114,670
840,855,957,719,600
340,507,668,825,916
737,67,20,721,527
178,200,489,20,43
478,332,450,46,435
587,398,197,471,627
751,227,66,317,159
549,357,557,944,361
642,798,391,825,114
433,99,699,654,998
132,566,342,933,985
127,731,64,675,370
217,767,78,634,960
569,564,164,917,265
402,112,747,56,596
311,719,987,600,270
976,835,432,918,988
612,191,679,222,690
732,338,5,680,198
619,582,503,601,52
790,892,784,584,536
883,701,32,81,644
71,746,434,331,258
685,729,855,54,549
446,337,705,122,500
111,87,185,868,56
421,431,555,793,983
469,933,597,781,120
635,35,613,312,49
235,627,493,328,171
593,705,108,394,464
289,338,99,99,534
257,700,721,705,82
643,730,632,483,565
885,494,583,846,650
110,365,406,57,445
741,397,762,923,220
136,298,239,811,508
762,354,69,894,235
160,105,799,100,197
153,30,233,694,335
960,868,570,306,525
584,357,49,429,790
718,582,235,629,372
423,898,375,289,998
871,907,26,402,105
439,632,758,166,782
403,517,520,826,931
800,589,770,16,950
635,618,301,510,790
855,459,690,808,735
217,77,367,205,564
722,881,743,894,238
471,290,66,31,451
668,66,810,720,165
563,4,336,730,952
208,279,484,896,64
999,800,97,617,573
182,706,566,298,290
568,675,86,979,928
980,288,535,474,712
377,55,644,164,995
621,764,936,222,774
391,656,983,205,186
561,869,982,204,389
816,435,797,425,800
91,935,302,493,474
789,383,843,659,636
201,726,159,588,133
699,786,391,585,911
353,272,3,776,137
308,788,838,477,93
981,357,324,675,250
289,129,462,737,235
961,524,585,617,226
764,955,335,956,988
194,211,206,817,342
501,985,175,942,556
958,467,223,818,536
605,899,403,546,7
126,762,803,10,918
733,561,305,470,284
959,318,988,386,499
798,405,716,731,682
241,257,50,637,441
366,291,664,44,811
492,222,742,696,867
206,303,57,850,454
271,598,925,445,668
877,868,146,80,265
583,63,552,980,946
100,280,811,523,784
518,437,587,17,959
744,297,219,224,10
866,565,708,210,871
320,575,145,308,369
581,914,521,202,469
930,205,210,853,848
461,405,523,317,296
369,350,475,347,342
409,429,214,47,950
963,589,526,772,403
781,524,295,637,66
866,709,462,202,524
406,746,1,83,84
719,232,934,250,873
238,695,886,826,640
227,218,68,415,739
633,652,560,149,773
237,122,942,959,212
349,176,682,682,962
804,256,118,6,11
830,227,894,933,367
183,471,985,209,612
324,117,581,488,433
255,619,513,862,119
630,857,135,877,718
663,174,856,404,692
13,367,944,769,855
918,869,216,814,959
36,812,978,252,590
724,451,58,67,634
171,375,700,700,376
525,897,164,382,331
403,923,264,175,945
601,379,916,530,895
657,840,842,736,201
1,463,875,307,966
141,678,356,653,202
912,635,768,876,168
527,338,329,20,641
328,412,756,13,354
148,289,222,185,805
445,287,381,471,158
194,78,143,239,866
657,179,54,488,233
567,821,810,805,584
118,299,924,640,323
826,95,854,812,765
132,288,959,403,44
864,410,456,287,292
331,98,604,630,698
742,921,766,902,19
834,811,28,394,918
665,18,243,425,946
979,683,241,445,488
958,310,241,852,946
613,526,644,651,337
267,634,657,774,42
665,76,769,206,101
604,288,654,41,698
991,921,738,17,625
123,27,709,789,250
486,718,841,360,262
822,309,507,709,206
18,241,283,279,232
813,384,694,215,555
562,874,84,993,430
5,803,618,985,550
722,737,196,229,628
632,766,808,101,977
190,787,702,99,973
840,691,697,892,256
923,457,724,67,91
477,770,417,649,176
178,790,440,779,4
454,671,657,279,249
372,517,36,446,649
712,29,878,908,365
545,510,278,972,206
981,781,299,51,39
433,428,583,797,878
68,381,156,302,671
45,156,174,313,634
721,509,87,958,286
466,506,996,198,273
863,672,408,238,412
580,61,419,245,350
794,872,463,261,479
28,807,601,168,163
204,994,917,893,954
841,51,342,378,9
802,558,681,524,975
720,760,943,5,112
756,219,447,375,455
227,833,63,556,876
993,655,545,882,317
832,837,355,747,471
929,844,829,835,333
39,786,881,171,91
536,960,870,92,141
645,536,664,626,457
296,112,247,377,526
647,903,390,391,573
817,880,61,79,308
734,292,511,928,193
391,232,42,289,601
999,709,265,512,557
960,692,914,703,255
78,361,629,454,227
93,71,287,474,622
278,824,138,330,385
814,148,145,542,678
57,99,495,478,48
606,876,279,631,834
544,591,624,192,447
611,201,907,182,82
252,590,112,816,56
718,630,416,423,465
40,786,135,895,192
954,861,132,674,111
975,597,859,410,217
937,101,877,813,792
44,373,374,591,351
308,113,660,797,698
764,945,742,943,328
601,661,97,717,576
789,12,732,706,644
927,521,83,695,865
224,990,29,236,999
927,317,238,402,167
709,429,977,657,535
92,670,141,349,689
775,841,306,50,316
271,189,965,676,804
735,694,835,599,739
608,771,603,146,80
204,730,361,720,849
519,134,585,517,661
555,561,396,903,28
424,417,583,874,502
417,948,118,953,994
803,657,993,161,828
31,874,253,960,948
418,375,329,427,168
745,610,429,397,103
364,998,128,799,375
312,390,343,940,159
34,727,27,245,393
834,962,154,539,357
699,459,238,538,720
300,866,816,465,156
795,811,575,932,615
478,755,458,648,389
707,195,980,531,667
494,353,795,247,614
452,884,350,600,868
368,619,24,13,370
41,24,939,588,85
638,727,866,11,874
550,698,602,250,294
140,559,535,764,599
894,93,206,810,606
700,355,426,38,693
104,659,96,471,6
583,946,58,725,54
941,156,909,800,491
759,785,344,745,731
754,715,233,995,992
106,825,13,392,312
990,64,392,176,952
464,753,998,102,465
886,176,788,388,408
10,902,905,487,686
982,491,541,71,493
510,878,396,786,938
7,434,268,934,695
136,271,264,464,717
683,494,309,282,906
161,52,272,650,585
639,192,799,758,701
698,90,221,140,621
866,516,139,664,916
155,470,860,439,82
344,861,94,311,518
135,526,113,873,920
582,799,371,963,239
422,290,240,112,424
624,211,288,246,452
77,918,529,849,670
263,972,297,17,146
309,476,241,602,53
111,328,184,796,912
944,112,444,408,467
106,484,542,932,545
960,678,778,296,517
478,556,989,239,997
749,244,765,948,32
535,970,995,891,641
74,368,990,509,285
397,796,113,335,4
674,492,446,31,117
429,509,951,584,311
130,185,979,71,742
907,712,9,548,487
239,680,349,686,666
770,25,252,799,533
16,601,833,583,864
978,84,394,587,556
674,827,413,99,872
996,58,400,600,597
352,242,387,619,99
697,708,63,888,614
544,860,642,545,465
26,73,428,644,804
296,980,89,437,255
781,707,571,860,87
190,725,241,7,606
459,105,776,281,831
487,169,98,253,727
194,547,703,154,174
30,345,603,347,321
246,753,263,745,74
320,322,11,110,778
357,472,444,259,412
942,277,95,236,165
241,857,367,987,547
557,846,91,393,484
177,626,892,373,397
468,84,788,967,157
333,410,521,435,727
553,362,864,167,375
285,641,550,274,261
327,244,531,632,720
376,571,174,704,645
495,745,524,608,209
938,525,15,130,744
645,897,473,271,104
793,397,928,761,500
610,916,913,287,980
467,127,705,121,122
721,371,38,103,780
140,205,236,376,981
737,384,222,898,213
448,571,687,168,341
630,388,116,40,258
110,693,633,481,177
433,262,714,644,925
591,60,684,783,208
268,84,133,845,198
377,303,596,383,302
147,190,394,919,76
182,511,47,61,741
878,351,998,634,478
994,707,516,767,513
96,134,507,552,917
105,674,280,395,711
747,45,223,599,471
66,791,893,623,570
730,586,990,387,252
256,95,543,143,290
50,601,448,471,499
893,507,134,97,816
746,928,765,829,871
273,327,871,687,651
610,887,576,94,365
789,58,73,425,919
650,327,899,421,744
28,423,831,716,341
136,910,640,60,924
134,957,9,350,107
648,803,905,331,550
771,38,439,122,743
995,548,978,824,738
580,871,291,377,822
301,299,103,15,404
411,130,191,941,641
530,802,51,941,294
934,261,516,120,116
665,260,471,685,206
156,301,115,764,596
265,647,906,276,217
185,674,387,594,730
520,886,495,494,145
26,650,901,192,92
726,727,76,108,666
993,59,624,811,565
810,108,855,984,260
262,704,25,388,330
882,23,657,319,548
50,607,919,389,810
951,746,77,155,567
397,524,695,280,577
294,727,316,984,446
80,541,442,804,89
634,36,274,536,946
266,77,286,299,89
522,545,77,865,617
993,272,80,755,371
175,576,665,301,247
785,904,817,31,996
50,559,306,599,828
718,569,353,30,517
800,95,57,526,501
940,809,973,841,332
895,48,467,160,701
288,667,629,339,348
783,181,638,115,408
124,252,793,115,852
572,122,91,739,963
442,190,879,989,33
231,29,408,577,935
423,263,557,813,147
526,783,349,607,269
52,402,63,622,837
197,838,804,450,216
528,106,742,766,884
594,530,410,367,569
510,344,427,513,552
575,941,826,411,110
610,688,287,408,535
771,489,703,723,327
642,802,527,129,423
336,573,131,378,456
544,418,634,893,635
139,982,600,411,145
196,176,418,308,607
124,674,965,270,562
383,797,296,19,439
70,248,97,637,976
610,945,896,953,555
662,237,737,828,303
112,96,72,724,546
124,487,560,319,543
519,409,201,986,538
893,676,655,422,686
219,42,985,148,792
865,536,868,542,993
936,717,665,766,949
147,245,713,717,865
230,630,538,966,426
699,60,60,621,362
771,544,259,636,389
135,849,857,112,734
474,309,466,389,236
77,432,796,187,178
178,331,223,967,74
993,714,105,793,387
840,949,996,758,176
326,233,400,817,698
285,148,323,744,748
710,52,282,886,765
776,450,356,950,992
628,708,350,868,458
452,745,931,547,23
914,250,556,491,4
403,700,59,59,808
617,620,217,406,920
808,147,288,261,956
616,110,771,923,817
725,689,959,650,913
169,585,229,499,921
969,518,103,789,862
415,724,87,317,896
444,422,99,0,915
169,726,132,406,669
957,411,819,332,360
626,626,913,810,82
817,454,233,208,540
404,655,906,712,492
189,852,562,927,127
467,300,717,534,665
152,941,952,164,107
631,880,835,200,396
746,114,108,196,631
695,556,545,139,296
420,263,791,252,530
355,989,746,359,164
357,244,861,102,686
265,288,277,974,656
902,820,80,579,468
823,172,38,516,198
527,959,995,447,29
538,525,212,885,278
800,958,512,387,605
797,527,898,641,866
119,885,636,539,165
564,804,342,46,132
738,877,848,29,938
340,586,40,294,700
214,929,349,595,337
551,567,103,562,624
257,698,823,23,542
555,266,923,789,916
152,599,488,458,114
459,597,484,930,348
777,185,185,82,157
195,581,140,900,432
268,592,620,429,523
102,752,499,867,274
399,533,517,277,917
228,493,229,488,915
352,722,470,185,18
953,878,892,612,106
525,438,216,252,181
48,938,690,255,914
432,784,570,396,922
788,782,170,777,840
457,50,499,327,636
294,442,866,481,509
360,557,799,801,485
425,645,259,292,322
288,269,707,404,490
915,948,886,242,127
459,479,62,877,312
608,188,471,689,134
61,138,695,417,7
33,754,68,782,124
564,655,212,672,236
253,402,727,497,682
838,686,0,243,885
174,951,887,385,589
661,64,126,997,287
632,932,109,253,565
624,821,8,822,955
771,349,782,752,909
335,31,758,757,7
440,606,412,647,620
372,166,175,488,427
622,182,953,290,626
639,110,957,446,180
646,501,545,408,303
609,697,695,439,967
673,839,342,988,592
660,33,185,585,467
645,28,286,552,373
943,121,37,69,863
72,850,637,543,488
899,535,214,944,654
446,396,469,936,507
448,786,725,318,885
665,485,885,26,865
60,173,832,597,721
420,873,940,18,931
350,881,764,309,171
384,490,978,345,833
614,401,405,377,525
332,963,835,943,242
900,209,410,867,81
650,522,10,532,912
733,433,557,755,112
491,461,906,629,715
773,736,793,429,117
573,355,604,944,396
513,622,596,840,340
730,275,994,99,360
525,894,627,605,427
749,740,745,544,511
39,113,123,750,382
485,531,495,574,25
912,278,302,471,962
245,781,805,125,508
522,452,397,63,739
387,64,466,125,884
802,138,935,801,579
73,924,724,870,590
225,99,31,714,433
334,737,173,266,181
975,389,678,872,261
557,947,654,26,713
496,119,412,317,648
425,899,517,752,390
213,725,891,673,790
473,928,708,441,950
529,850,918,239,543
560,210,168,309,544
336,720,265,711,863
51,679,966,419,633
565,215,915,250,565
423,355,820,598,242
825,263,956,261,168
722,503,579,142,408
11,130,364,221,61
233,386,807,177,475
388,768,599,395,644
843,962,444,619,783
68,779,587,939,118
197,25,107,492,550
291,104,501,138,795
517,601,615,810,22
109,169,4,48,27
640,610,91,117,233
865,957,703,612,28
411,439,359,374,357
886,162,224,704,407
363,466,419,429,714
453,967,619,763,502
962,948,389,932,788
207,135,628,63,635
